Index,Date,Cycle_Draw,Week_Of_Year,Day_Of_Week,Day_Name,Month,Month_Name,Year,Lunar_Illumination,Lunar_Phase,Lunar_Phase_Name,Days_Since_First,N1,N2,N3,N4,N5,E1,E2
230,2006-04-24,115,17,0,Lundi,4,April,2006,0.1936,6,Dernier Quartier,801,10,20,21,26,33,3,4
231,2006-04-28,116,17,4,Vendredi,4,April,2006,0.0011,0,Nouvelle Lune,805,1,7,24,41,48,10,12
232,2006-05-01,116,18,0,Lundi,5,May,2006,0.1252,0,Nouvelle Lune,808,4,5,35,37,43,5,6
233,2006-05-05,117,18,4,Vendredi,5,May,2006,0.4803,1,Premier Croissant,812,21,23,32,40,49,8,11
234,2006-05-08,117,19,0,Lundi,5,May,2006,0.7529,2,Premier Quartier,815,16,17,34,35,44,5,10
235,2006-05-12,118,19,4,Vendredi,5,May,2006,0.9822,3,Gibbeuse Croissante,819,2,9,23,32,40,6,7
236,2006-05-15,118,20,0,Lundi,5,May,2006,0.9658,4,Pleine Lune,822,23,25,30,44,47,9,12
237,2006-05-19,119,20,4,Vendredi,5,May,2006,0.657,5,Gibbeuse Décroissante,826,3,5,9,32,43,6,10
238,2006-05-22,119,21,0,Lundi,5,May,2006,0.3197,6,Dernier Quartier,829,4,6,10,13,34,3,5
239,2006-05-26,120,21,4,Vendredi,5,May,2006,0.0201,7,Dernier Croissant,833,8,9,33,35,40,3,6
240,2006-05-29,120,22,0,Lundi,5,May,2006,0.039,0,Nouvelle Lune,836,15,20,31,44,48,1,3
241,2006-06-02,121,22,4,Vendredi,6,June,2006,0.3186,1,Premier Croissant,840,25,27,35,40,45,7,11
242,2006-06-05,121,23,0,Lundi,6,June,2006,0.5989,2,Premier Quartier,843,7,32,33,34,38,6,9
243,2006-06-09,122,23,4,Vendredi,6,June,2006,0.9154,3,Gibbeuse Croissante,847,5,7,11,27,37,6,12
244,2006-06-12,122,24,0,Lundi,6,June,2006,0.9974,4,Pleine Lune,850,7,31,33,35,36,7,10
245,2006-06-16,123,24,4,Vendredi,6,June,2006,0.7821,5,Gibbeuse Décroissante,854,4,12,34,35,45,1,9
246,2006-06-19,123,25,0,Lundi,6,June,2006,0.4543,6,Dernier Quartier,857,5,8,29,35,48,5,6
247,2006-06-23,124,25,4,Vendredi,6,June,2006,0.0823,7,Dernier Croissant,861,2,11,28,42,48,4,9
248,2006-06-26,124,26,0,Lundi,6,June,2006,0.0031,0,Nouvelle Lune,864,2,11,12,19,38,4,8
249,2006-06-30,125,26,4,Vendredi,6,June,2006,0.1782,1,Premier Croissant,868,14,17,23,36,44,2,8
250,2006-07-03,125,27,0,Lundi,7,July,2006,0.4355,1,Premier Croissant,871,1,6,25,29,36,7,10
251,2006-07-07,126,27,4,Vendredi,7,July,2006,0.8048,3,Gibbeuse Croissante,875,17,22,23,27,44,1,7
252,2006-07-10,126,28,0,Lundi,7,July,2006,0.9813,3,Gibbeuse Croissante,878,1,3,11,33,46,10,11
253,2006-07-14,127,28,4,Vendredi,7,July,2006,0.8878,4,Pleine Lune,882,11,17,28,32,35,5,6
254,2006-07-17,127,29,0,Lundi,7,July,2006,0.592,5,Gibbeuse Décroissante,885,7,26,34,41,44,9,11
255,2006-07-21,128,29,4,Vendredi,7,July,2006,0.1778,6,Dernier Quartier,889,15,16,21,41,50,5,6
256,2006-07-24,128,30,0,Lundi,7,July,2006,0.016,7,Dernier Croissant,892,18,26,36,41,50,11,12
257,2006-07-28,129,30,4,Vendredi,7,July,2006,0.0735,0,Nouvelle Lune,896,13,21,32,39,50,2,10
258,2006-07-31,129,31,0,Lundi,7,July,2006,0.281,1,Premier Croissant,899,3,12,15,25,43,10,11
259,2006-08-04,130,31,4,Vendredi,8,August,2006,0.6627,2,Premier Quartier,903,27,29,32,33,47,2,8
260,2006-08-07,130,32,0,Lundi,8,August,2006,0.9158,3,Gibbeuse Croissante,906,15,25,37,38,41,1,7
261,2006-08-11,131,32,4,Vendredi,8,August,2006,0.9647,4,Pleine Lune,910,5,6,14,23,34,2,11
262,2006-08-14,131,33,0,Lundi,8,August,2006,0.728,5,Gibbeuse Décroissante,913,18,27,34,41,49,3,9
263,2006-08-18,132,33,4,Vendredi,8,August,2006,0.3005,6,Dernier Quartier,917,4,6,9,14,37,4,11
264,2006-08-21,132,34,0,Lundi,8,August,2006,0.0739,7,Dernier Croissant,920,9,10,13,39,44,4,6
265,2006-08-25,133,34,4,Vendredi,8,August,2006,0.0131,0,Nouvelle Lune,924,13,17,21,28,46,7,9
266,2006-08-28,133,35,0,Lundi,8,August,2006,0.1508,1,Premier Croissant,927,3,8,18,34,49,3,7
267,2006-09-01,134,35,4,Vendredi,9,September,2006,0.5058,2,Premier Quartier,931,7,32,44,47,48,7,8
268,2006-09-04,134,36,0,Lundi,9,September,2006,0.8063,3,Gibbeuse Croissante,934,11,13,16,23,34,1,10
269,2006-09-08,135,36,4,Vendredi,9,September,2006,0.9992,4,Pleine Lune,938,10,29,30,40,45,1,12
270,2006-09-11,135,37,0,Lundi,9,September,2006,0.8522,4,Pleine Lune,941,7,8,18,33,42,2,8
271,2006-09-15,136,37,4,Vendredi,9,September,2006,0.4456,6,Dernier Quartier,945,17,21,23,35,37,10,11
272,2006-09-18,136,38,0,Lundi,9,September,2006,0.1734,6,Dernier Quartier,948,4,11,37,44,49,6,7
273,2006-09-22,137,38,4,Vendredi,9,September,2006,0.0021,7,Dernier Croissant,952,10,14,16,19,29,2,10
274,2006-09-25,137,39,0,Lundi,9,September,2006,0.0564,0,Nouvelle Lune,955,5,26,28,36,46,6,12
275,2006-09-29,138,39,4,Vendredi,9,September,2006,0.351,1,Premier Croissant,959,10,16,31,33,50,3,8
276,2006-10-02,138,40,0,Lundi,10,October,2006,0.6664,2,Premier Quartier,962,16,18,28,34,47,5,10
277,2006-10-06,139,40,4,Vendredi,10,October,2006,0.9805,3,Gibbeuse Croissante,966,16,21,34,36,44,9,10
278,2006-10-09,139,41,0,Lundi,10,October,2006,0.9479,4,Pleine Lune,969,5,12,25,36,46,6,10
279,2006-10-13,140,41,4,Vendredi,10,October,2006,0.605,5,Gibbeuse Décroissante,973,1,9,20,29,32,2,3
280,2006-10-16,140,42,0,Lundi,10,October,2006,0.3105,6,Dernier Quartier,976,5,15,26,37,49,8,11
281,2006-10-20,141,42,4,Vendredi,10,October,2006,0.0441,7,Dernier Croissant,980,16,26,28,31,46,11,12
282,2006-10-23,141,43,0,Lundi,10,October,2006,0.0067,0,Nouvelle Lune,983,9,16,37,38,48,2,7
283,2006-10-27,142,43,4,Vendredi,10,October,2006,0.2119,1,Premier Croissant,987,11,13,24,35,50,6,11
284,2006-10-30,142,44,0,Lundi,10,October,2006,0.5131,2,Premier Quartier,990,3,6,8,24,50,10,11
285,2006-11-03,143,44,4,Vendredi,11,November,2006,0.9082,3,Gibbeuse Croissante,994,12,29,33,37,47,5,10
286,2006-11-06,143,45,0,Lundi,11,November,2006,0.9956,4,Pleine Lune,997,7,23,34,42,48,1,3
287,2006-11-10,144,45,4,Vendredi,11,November,2006,0.7627,5,Gibbeuse Décroissante,1001,21,22,34,41,49,2,7
288,2006-11-13,144,46,0,Lundi,11,November,2006,0.4761,5,Gibbeuse Décroissante,1004,8,23,27,42,45,1,9
289,2006-11-17,145,46,4,Vendredi,11,November,2006,0.1398,6,Dernier Quartier,1008,24,26,38,43,46,2,3
290,2006-11-20,145,47,0,Lundi,11,November,2006,0.0099,7,Dernier Croissant,1011,3,13,25,36,47,3,8
291,2006-11-24,146,47,4,Vendredi,11,November,2006,0.0995,0,Nouvelle Lune,1015,2,8,34,44,47,3,9
292,2006-11-27,146,48,0,Lundi,11,November,2006,0.3611,1,Premier Croissant,1018,2,14,17,32,45,3,10
293,2006-12-01,147,48,4,Vendredi,12,December,2006,0.7946,2,Premier Quartier,1022,7,12,19,33,43,3,7
294,2006-12-04,147,49,0,Lundi,12,December,2006,0.9846,3,Gibbeuse Croissante,1025,8,9,15,19,31,10,12
295,2006-12-08,148,49,4,Vendredi,12,December,2006,0.8944,4,Pleine Lune,1029,11,27,41,43,47,7,11
296,2006-12-11,148,50,0,Lundi,12,December,2006,0.6518,5,Gibbeuse Décroissante,1032,3,6,13,40,42,7,11
297,2006-12-15,149,50,4,Vendredi,12,December,2006,0.2833,6,Dernier Quartier,1036,18,21,30,46,50,2,6
298,2006-12-18,149,51,0,Lundi,12,December,2006,0.0719,7,Dernier Croissant,1039,4,13,25,33,37,5,10
299,2006-12-22,150,51,4,Vendredi,12,December,2006,0.0249,0,Nouvelle Lune,1043,11,13,34,40,42,3,10
300,2006-12-25,150,52,0,Lundi,12,December,2006,0.2211,1,Premier Croissant,1046,16,31,35,44,45,4,12
301,2006-12-29,151,52,4,Vendredi,12,December,2006,0.6562,2,Premier Quartier,1050,20,21,29,45,46,3,10
302,2007-01-01,151,1,0,Lundi,1,January,2007,0.9193,3,Gibbeuse Croissante,1053,17,34,42,47,48,1,9
303,2007-01-05,152,1,4,Vendredi,1,January,2007,0.9767,4,Pleine Lune,1057,19,31,33,34,43,3,5
304,2007-01-08,152,2,0,Lundi,1,January,2007,0.8109,4,Pleine Lune,1060,16,17,23,26,35,5,11
305,2007-01-12,153,2,4,Vendredi,1,January,2007,0.4571,6,Dernier Quartier,1064,1,11,17,20,27,4,5
306,2007-01-15,153,3,0,Lundi,1,January,2007,0.19,6,Dernier Quartier,1067,2,15,19,35,44,2,7
307,2007-01-19,154,3,4,Vendredi,1,January,2007,0.0016,7,Dernier Croissant,1071,3,9,12,26,30,10,11
308,2007-01-22,154,4,0,Lundi,1,January,2007,0.104,0,Nouvelle Lune,1074,8,27,31,46,50,1,3
309,2007-01-26,155,4,4,Vendredi,1,January,2007,0.5058,1,Premier Croissant,1078,12,20,25,26,27,8,12
310,2007-01-29,155,5,0,Lundi,1,January,2007,0.813,2,Premier Quartier,1081,12,21,35,39,45,6,11
311,2007-02-02,156,5,4,Vendredi,2,February,2007,0.9987,3,Gibbeuse Croissante,1085,15,20,24,35,38,8,12
312,2007-02-05,156,6,0,Lundi,2,February,2007,0.9283,4,Pleine Lune,1088,19,21,35,37,39,2,6
313,2007-02-09,157,6,4,Vendredi,2,February,2007,0.6344,5,Gibbeuse Décroissante,1092,21,22,24,29,42,3,11
314,2007-02-12,157,7,0,Lundi,2,February,2007,0.3475,6,Dernier Quartier,1095,13,16,19,35,41,1,11
315,2007-02-16,158,7,4,Vendredi,2,February,2007,0.0393,7,Dernier Croissant,1099,13,21,24,31,33,1,12
316,2007-02-19,158,8,0,Lundi,2,February,2007,0.0252,0,Nouvelle Lune,1102,2,19,24,25,44,2,10
317,2007-02-23,159,8,4,Vendredi,2,February,2007,0.3532,1,Premier Croissant,1106,3,5,32,33,50,1,8
318,2007-02-26,159,9,0,Lundi,2,February,2007,0.6787,2,Premier Quartier,1109,2,11,37,45,47,2,3
319,2007-03-02,160,9,4,Vendredi,3,March,2007,0.9633,3,Gibbeuse Croissante,1113,19,37,42,47,48,1,6
320,2007-03-05,160,10,0,Lundi,3,March,2007,0.9903,4,Pleine Lune,1116,14,16,21,28,35,1,11
321,2007-03-09,161,10,4,Vendredi,3,March,2007,0.7892,5,Gibbeuse Décroissante,1120,7,24,34,39,46,1,6
322,2007-03-12,161,11,0,Lundi,3,March,2007,0.5177,6,Dernier Quartier,1123,25,26,28,38,40,1,6
323,2007-03-16,162,11,4,Vendredi,3,March,2007,0.1339,7,Dernier Croissant,1127,3,5,13,42,48,1,6
324,2007-03-19,162,12,0,Lundi,3,March,2007,0.0003,7,Dernier Croissant,1130,24,28,29,34,48,3,7
325,2007-03-23,163,12,4,Vendredi,3,March,2007,0.2105,1,Premier Croissant,1134,8,23,32,35,40,1,8
326,2007-03-26,163,13,0,Lundi,3,March,2007,0.5267,1,Premier Croissant,1137,26,27,42,45,50,1,12
327,2007-03-30,164,13,4,Vendredi,3,March,2007,0.8797,2,Premier Quartier,1141,3,18,28,42,43,3,12
328,2007-04-02,164,14,0,Lundi,4,April,2007,0.9952,3,Gibbeuse Croissante,1144,1,2,11,16,26,3,12
329,2007-04-06,165,14,4,Vendredi,4,April,2007,0.9051,4,Pleine Lune,1148,4,20,21,34,44,1,3
330,2007-04-09,165,15,0,Lundi,4,April,2007,0.6769,5,Gibbeuse Décroissante,1151,14,15,22,35,48,3,8
331,2007-04-13,166,15,4,Vendredi,4,April,2007,0.2657,6,Dernier Quartier,1155,11,21,23,32,48,3,12
332,2007-04-16,166,16,0,Lundi,4,April,2007,0.0339,7,Dernier Croissant,1158,10,27,36,45,49,3,4
333,2007-04-20,167,16,4,Vendredi,4,April,2007,0.0948,0,Nouvelle Lune,1162,9,12,15,40,47,1,11
334,2007-04-23,167,17,0,Lundi,4,April,2007,0.369,1,Premier Croissant,1165,17,23,24,26,27,4,9
335,2007-04-27,168,17,4,Vendredi,4,April,2007,0.7581,2,Premier Quartier,1169,7,10,22,29,44,4,5
336,2007-04-30,168,18,0,Lundi,4,April,2007,0.9478,3,Gibbeuse Croissante,1172,7,12,13,20,45,3,12
337,2007-05-04,169,18,4,Vendredi,5,May,2007,0.9754,4,Pleine Lune,1176,4,6,10,15,19,1,4
338,2007-05-07,169,19,0,Lundi,5,May,2007,0.8105,5,Gibbeuse Décroissante,1179,22,23,25,38,44,11,12
339,2007-05-11,170,19,4,Vendredi,5,May,2007,0.4117,6,Dernier Quartier,1183,19,26,31,39,48,2,3
340,2007-05-14,170,20,0,Lundi,5,May,2007,0.1154,7,Dernier Croissant,1186,2,9,13,19,38,2,6
341,2007-05-18,171,20,4,Vendredi,5,May,2007,0.0227,0,Nouvelle Lune,1190,10,14,25,32,39,7,8
342,2007-05-21,171,21,0,Lundi,5,May,2007,0.2218,1,Premier Croissant,1193,14,17,34,35,42,6,10
343,2007-05-25,172,21,4,Vendredi,5,May,2007,0.6096,2,Premier Quartier,1197,18,19,21,27,47,5,11
344,2007-05-28,172,22,0,Lundi,5,May,2007,0.8549,3,Gibbeuse Croissante,1200,3,29,33,35,44,8,10
345,2007-06-01,173,22,4,Vendredi,6,June,2007,0.9981,4,Pleine Lune,1204,7,18,28,40,48,8,11
346,2007-06-04,173,23,0,Lundi,6,June,2007,0.9119,4,Pleine Lune,1207,3,23,38,43,48,3,8
347,2007-06-08,174,23,4,Vendredi,6,June,2007,0.556,6,Dernier Quartier,1211,3,5,17,25,27,1,9
348,2007-06-11,174,24,0,Lundi,6,June,2007,0.2269,6,Dernier Quartier,1214,16,18,29,32,50,4,11
349,2007-06-15,175,24,4,Vendredi,6,June,2007,0.0021,7,Dernier Croissant,1218,6,23,27,40,41,2,12
350,2007-06-18,175,25,0,Lundi,6,June,2007,0.1031,0,Nouvelle Lune,1221,9,17,29,38,39,7,10
351,2007-06-22,176,25,4,Vendredi,6,June,2007,0.4482,1,Premier Croissant,1225,14,18,24,25,50,6,11
352,2007-06-25,176,26,0,Lundi,6,June,2007,0.725,2,Premier Quartier,1228,28,31,35,43,46,4,7
353,2007-06-29,177,26,4,Vendredi,6,June,2007,0.9724,3,Gibbeuse Croissante,1232,7,10,25,45,48,3,6
354,2007-07-02,177,27,0,Lundi,7,July,2007,0.9768,4,Pleine Lune,1235,6,18,24,34,46,3,12
355,2007-07-06,178,27,4,Vendredi,7,July,2007,0.6906,5,Gibbeuse Décroissante,1239,10,35,42,47,48,2,11
356,2007-07-09,178,28,0,Lundi,7,July,2007,0.3539,6,Dernier Quartier,1242,10,17,28,44,50,8,12
357,2007-07-13,179,28,4,Vendredi,7,July,2007,0.0303,7,Dernier Croissant,1246,6,23,36,39,47,8,10
358,2007-07-16,179,29,0,Lundi,7,July,2007,0.0269,0,Nouvelle Lune,1249,19,21,22,31,38,7,11
359,2007-07-20,180,29,4,Vendredi,7,July,2007,0.2908,1,Premier Croissant,1253,2,7,27,34,40,3,11
360,2007-07-23,180,30,0,Lundi,7,July,2007,0.5703,2,Premier Quartier,1256,17,26,36,37,40,9,12
361,2007-07-27,181,30,4,Vendredi,7,July,2007,0.8983,3,Gibbeuse Croissante,1260,6,16,17,25,31,2,6
362,2007-07-30,181,31,0,Lundi,7,July,2007,0.9994,4,Pleine Lune,1263,12,28,29,34,48,9,11
363,2007-08-03,182,31,4,Vendredi,8,August,2007,0.8109,5,Gibbeuse Décroissante,1267,3,10,13,42,49,3,9
364,2007-08-06,182,32,0,Lundi,8,August,2007,0.4885,6,Dernier Quartier,1270,15,23,28,34,48,3,5
365,2007-08-10,183,32,4,Vendredi,8,August,2007,0.0997,7,Dernier Croissant,1274,10,13,27,36,37,2,10
366,2007-08-13,183,33,0,Lundi,8,August,2007,0.0002,0,Nouvelle Lune,1277,8,22,23,32,50,3,9
367,2007-08-17,184,33,4,Vendredi,8,August,2007,0.1555,1,Premier Croissant,1281,5,28,30,48,49,5,11
368,2007-08-20,184,34,0,Lundi,8,August,2007,0.4068,1,Premier Croissant,1284,3,11,17,45,48,4,8
369,2007-08-24,185,34,4,Vendredi,8,August,2007,0.7803,2,Premier Quartier,1288,3,25,27,28,29,4,9
370,2007-08-27,185,35,0,Lundi,8,August,2007,0.9728,3,Gibbeuse Croissante,1291,3,8,18,24,40,3,11
371,2007-08-31,186,35,4,Vendredi,8,August,2007,0.9108,4,Pleine Lune,1295,8,20,26,47,48,3,8
372,2007-09-03,186,36,0,Lundi,9,September,2007,0.6266,5,Gibbeuse Décroissante,1298,10,11,20,36,37,3,7
373,2007-09-07,187,36,4,Vendredi,9,September,2007,0.2029,6,Dernier Quartier,1302,4,25,28,34,45,8,11
374,2007-09-10,187,37,0,Lundi,9,September,2007,0.0234,7,Dernier Croissant,1305,6,11,21,35,36,1,9
375,2007-09-14,188,37,4,Vendredi,9,September,2007,0.0575,0,Nouvelle Lune,1309,2,12,17,28,46,6,10
376,2007-09-17,188,38,0,Lundi,9,September,2007,0.253,1,Premier Croissant,1312,6,24,30,32,48,5,6
377,2007-09-21,189,38,4,Vendredi,9,September,2007,0.6298,2,Premier Quartier,1316,21,30,31,35,47,2,10
378,2007-09-24,189,39,0,Lundi,9,September,2007,0.8936,3,Gibbeuse Croissante,1319,1,15,16,38,45,4,11
379,2007-09-28,190,39,4,Vendredi,9,September,2007,0.9785,4,Pleine Lune,1323,1,11,13,24,49,5,6
380,2007-10-01,190,40,0,Lundi,10,October,2007,0.7626,5,Gibbeuse Décroissante,1326,2,7,21,31,45,4,10
381,2007-10-05,191,40,4,Vendredi,10,October,2007,0.3347,6,Dernier Quartier,1330,8,11,33,42,43,6,11
382,2007-10-08,191,41,0,Lundi,10,October,2007,0.0939,7,Dernier Croissant,1333,6,10,24,27,29,5,12
383,2007-10-12,192,41,4,Vendredi,10,October,2007,0.0069,0,Nouvelle Lune,1337,7,17,21,29,40,8,11
384,2007-10-15,192,42,0,Lundi,10,October,2007,0.126,1,Premier Croissant,1340,1,9,14,17,43,6,12
385,2007-10-19,193,42,4,Vendredi,10,October,2007,0.4652,2,Premier Quartier,1344,1,2,12,19,26,2,8
386,2007-10-22,193,43,0,Lundi,10,October,2007,0.7684,2,Premier Quartier,1347,12,19,22,23,48,2,6
387,2007-10-26,194,43,4,Vendredi,10,October,2007,0.9981,4,Pleine Lune,1351,12,18,21,25,31,2,9
388,2007-10-29,194,44,0,Lundi,10,October,2007,0.8837,4,Pleine Lune,1354,6,20,40,42,43,10,12
389,2007-11-02,195,44,4,Vendredi,11,November,2007,0.4895,5,Gibbeuse Décroissante,1358,8,24,26,39,42,3,5
390,2007-11-05,195,45,0,Lundi,11,November,2007,0.2079,6,Dernier Quartier,1361,10,13,24,30,42,1,5
391,2007-11-09,196,45,4,Vendredi,11,November,2007,0.0098,7,Dernier Croissant,1365,5,9,14,26,32,3,7
392,2007-11-12,196,46,0,Lundi,11,November,2007,0.0391,0,Nouvelle Lune,1368,25,38,41,43,50,6,10
393,2007-11-16,197,46,4,Vendredi,11,November,2007,0.3061,1,Premier Croissant,1372,9,20,31,33,44,2,12
394,2007-11-19,197,47,0,Lundi,11,November,2007,0.6149,2,Premier Quartier,1375,13,18,38,42,45,7,11
395,2007-11-23,198,47,4,Vendredi,11,November,2007,0.9593,3,Gibbeuse Croissante,1379,6,20,34,37,43,7,10
396,2007-11-26,198,48,0,Lundi,11,November,2007,0.9691,4,Pleine Lune,1382,3,25,38,43,49,3,7
397,2007-11-30,199,48,4,Vendredi,11,November,2007,0.6556,5,Gibbeuse Décroissante,1386,1,19,36,38,49,6,9
398,2007-12-03,199,49,0,Lundi,12,December,2007,0.3588,6,Dernier Quartier,1389,10,25,29,34,45,9,10
399,2007-12-07,200,49,4,Vendredi,12,December,2007,0.0686,7,Dernier Croissant,1393,6,16,18,39,47,2,4
400,2007-12-10,200,50,0,Lundi,12,December,2007,0.0023,0,Nouvelle Lune,1396,5,14,35,36,39,7,12
401,2007-12-14,201,50,4,Vendredi,12,December,2007,0.1689,1,Premier Croissant,1400,3,12,19,24,30,2,5
402,2007-12-17,201,51,0,Lundi,12,December,2007,0.4543,1,Premier Croissant,1403,6,17,25,31,46,9,12
403,2007-12-21,202,51,4,Vendredi,12,December,2007,0.8675,3,Gibbeuse Croissante,1407,4,23,32,33,44,9,12
404,2007-12-24,202,52,0,Lundi,12,December,2007,0.9985,3,Gibbeuse Croissante,1410,2,14,37,44,50,7,11
405,2007-12-28,203,52,4,Vendredi,12,December,2007,0.8117,4,Pleine Lune,1414,18,28,35,36,41,6,11
406,2007-12-31,203,1,0,Lundi,12,December,2007,0.5329,5,Gibbeuse Décroissante,1417,7,22,25,43,49,6,7
407,2008-01-04,204,1,4,Vendredi,1,January,2008,0.181,6,Dernier Quartier,1421,4,6,15,17,29,9,12
408,2008-01-07,204,2,0,Lundi,1,January,2008,0.0232,7,Dernier Croissant,1424,2,26,28,34,41,5,10
409,2008-01-11,205,2,4,Vendredi,1,January,2008,0.0658,0,Nouvelle Lune,1428,12,17,21,34,38,2,3
410,2008-01-14,205,3,0,Lundi,1,January,2008,0.3027,1,Premier Croissant,1431,1,2,15,30,35,2,7
411,2008-01-18,206,3,4,Vendredi,1,January,2008,0.7411,2,Premier Quartier,1435,19,21,37,47,48,3,6
412,2008-01-21,206,4,0,Lundi,1,January,2008,0.9667,3,Gibbeuse Croissante,1438,11,21,33,38,42,2,8
413,2008-01-25,207,4,4,Vendredi,1,January,2008,0.9302,4,Pleine Lune,1442,22,31,38,46,47,7,11
414,2008-01-28,207,5,0,Lundi,1,January,2008,0.7067,5,Gibbeuse Décroissante,1445,21,22,29,32,46,9,10
415,2008-02-01,208,5,4,Vendredi,2,February,2008,0.3355,6,Dernier Quartier,1449,19,20,26,33,43,1,4
416,2008-02-04,208,6,0,Lundi,2,February,2008,0.1036,7,Dernier Croissant,1452,1,20,41,42,50,3,7
417,2008-02-08,209,6,4,Vendredi,2,February,2008,0.0083,0,Nouvelle Lune,1456,17,21,36,42,46,7,10
418,2008-02-11,209,7,0,Lundi,2,February,2008,0.1712,1,Premier Croissant,1459,22,26,38,47,50,2,6
419,2008-02-15,210,7,4,Vendredi,2,February,2008,0.5982,2,Premier Quartier,1463,9,19,21,32,36,3,4
420,2008-02-18,210,8,0,Lundi,2,February,2008,0.8852,2,Premier Quartier,1466,2,9,15,47,50,6,9
421,2008-02-22,211,8,4,Vendredi,2,February,2008,0.9918,4,Pleine Lune,1470,17,25,26,33,36,1,8
422,2008-02-25,211,9,0,Lundi,2,February,2008,0.8528,4,Pleine Lune,1473,2,12,25,30,41,8,11
423,2008-02-29,212,9,4,Vendredi,2,February,2008,0.5105,5,Gibbeuse Décroissante,1477,2,3,17,29,43,1,4
424,2008-03-03,212,10,0,Lundi,3,March,2008,0.2345,6,Dernier Quartier,1480,10,15,28,32,49,3,9
425,2008-03-07,213,10,4,Vendredi,3,March,2008,0.0067,7,Dernier Croissant,1484,12,15,20,42,44,1,2
426,2008-03-10,213,11,0,Lundi,3,March,2008,0.0701,0,Nouvelle Lune,1487,12,17,22,33,39,2,12
427,2008-03-14,214,11,4,Vendredi,3,March,2008,0.4502,1,Premier Croissant,1491,4,20,36,40,41,1,6
428,2008-03-17,214,12,0,Lundi,3,March,2008,0.7702,2,Premier Quartier,1494,21,26,31,34,49,2,5
429,2008-03-21,215,12,4,Vendredi,3,March,2008,0.9935,3,Gibbeuse Croissante,1498,6,13,22,45,49,10,11
430,2008-03-24,215,13,0,Lundi,3,March,2008,0.9512,4,Pleine Lune,1501,1,10,23,42,46,3,5
431,2008-03-28,216,13,4,Vendredi,3,March,2008,0.6794,5,Gibbeuse Décroissante,1505,11,13,14,36,45,7,9
432,2008-03-31,216,14,0,Lundi,3,March,2008,0.395,6,Dernier Quartier,1508,1,15,19,26,48,6,12
433,2008-04-04,217,14,4,Vendredi,4,April,2008,0.0636,7,Dernier Croissant,1512,6,7,12,33,39,1,7
434,2008-04-07,217,15,0,Lundi,4,April,2008,0.0118,0,Nouvelle Lune,1515,2,12,20,27,41,10,12
435,2008-04-11,218,15,4,Vendredi,4,April,2008,0.3054,1,Premier Croissant,1519,20,25,26,30,38,2,8
436,2008-04-14,218,16,0,Lundi,4,April,2008,0.6335,2,Premier Quartier,1522,5,7,8,10,34,1,9
437,2008-04-18,219,16,4,Vendredi,4,April,2008,0.9436,3,Gibbeuse Croissante,1526,12,18,35,38,45,2,8
438,2008-04-21,219,17,0,Lundi,4,April,2008,0.9953,4,Pleine Lune,1529,1,6,7,18,28,2,8
439,2008-04-25,220,17,4,Vendredi,4,April,2008,0.8213,5,Gibbeuse Décroissante,1533,7,19,35,42,43,7,9
440,2008-04-28,220,18,0,Lundi,4,April,2008,0.5603,5,Gibbeuse Décroissante,1536,5,7,13,29,35,3,7
441,2008-05-02,221,18,4,Vendredi,5,May,2008,0.1687,6,Dernier Quartier,1540,5,13,17,32,43,2,10
442,2008-05-05,221,19,0,Lundi,5,May,2008,0.0058,7,Dernier Croissant,1543,2,3,31,46,50,8,12
443,2008-05-09,222,19,4,Vendredi,5,May,2008,0.1746,0,Nouvelle Lune,1547,19,21,36,44,50,3,10
444,2008-05-12,222,20,0,Lundi,5,May,2008,0.4843,1,Premier Croissant,1550,3,9,19,20,23,9,11
445,2008-05-16,223,20,4,Vendredi,5,May,2008,0.8524,2,Premier Quartier,1554,12,31,41,42,47,4,6
446,2008-05-19,223,21,0,Lundi,5,May,2008,0.9874,3,Gibbeuse Croissante,1557,6,12,44,47,49,8,12
447,2008-05-23,224,21,4,Vendredi,5,May,2008,0.9246,4,Pleine Lune,1561,9,37,47,48,49,2,7
448,2008-05-26,224,22,0,Lundi,5,May,2008,0.7111,5,Gibbeuse Décroissante,1564,7,14,21,26,32,4,12
449,2008-05-30,225,22,4,Vendredi,5,May,2008,0.3028,6,Dernier Quartier,1568,17,21,23,45,46,7,11
450,2008-06-02,225,23,0,Lundi,6,June,2008,0.052,7,Dernier Croissant,1571,10,23,33,35,37,5,10
451,2008-06-06,226,23,4,Vendredi,6,June,2008,0.0722,0,Nouvelle Lune,1575,5,9,19,21,25,10,12
452,2008-06-09,226,24,0,Lundi,6,June,2008,0.3328,1,Premier Croissant,1578,23,24,26,34,50,2,4
453,2008-06-13,227,24,4,Vendredi,6,June,2008,0.7284,2,Premier Quartier,1582,3,12,19,41,48,6,9
454,2008-06-16,227,25,0,Lundi,6,June,2008,0.9323,3,Gibbeuse Croissante,1585,5,16,42,47,49,3,11
455,2008-06-20,228,25,4,Vendredi,6,June,2008,0.9845,4,Pleine Lune,1589,5,6,8,11,22,3,4
456,2008-06-23,228,26,0,Lundi,6,June,2008,0.8363,5,Gibbeuse Décroissante,1592,6,19,36,37,49,4,11
457,2008-06-27,229,26,4,Vendredi,6,June,2008,0.4469,6,Dernier Quartier,1596,2,5,21,27,42,9,11
